-229645.0	-2892839.0	-4282741.0	-3664397.0
-15944.0	-626625.0	-1868300.0	-921782.0
-75613.0	-553839.0	-1590293.0	-845540.0
-12847.0	-23712.0	-679651.0	-123376.0
-33058.0	-26788.0	-554403.0	-68868.0
-9634.0	-35947.0	-785685.0	-458832.0
-13169.0	-15824.0	-783213.0	-46119.0
-4432.0	-366058.0	-691635.0	-529282.0
-21723.0	-323832.0	-1184531.0	-397539.0
-6126.0	-353628.0	-907549.0	-491238.0
-28047.0	-267336.0	-120716.0	-279769.0
-5655.0	-164773.0	-139161.0	-188748.0
-34049.0	-62923.0	-120838.0	-71239.0
-68288.0	-173696.0	-176355.0	-138525.0
-36943.0	-67428.0	-96978.0	-62605.0
-11231.0	-37289.0	-138183.0	-59423.0
-41758.0	-24719.0	-122738.0	-83936.0
-5690.0	-29884.0	-101722.0	-30830.0
-8697.0	-36915.0	-77998.0	-35996.0
-80702.0	-78961.0	-143502.0	-85478.0
-16640.0	-26458.0	-89470.0	-40849.0
-49016.0	-68819.0	-111185.0	-76943.0
-40432.0	-36703.0	-75564.0	-53524.0
-1974.0	-57229.0	-73490.0	-36138.0
-6983.0	-71519.0	-93278.0	-41280.0
-3777.0	-74525.0	-92301.0	-49389.0
-15426.0	-37751.0	-91088.0	-42667.0
-3299.0	-56269.0	-75571.0	-36773.0
-15868.0	-78944.0	-108159.0	-62478.0
-8478.0	-83316.0	-102520.0	-58513.0
-5319.0	-41694.0	-104431.0	-47076.0
-1727.0	-67763.0	-99391.0	-46517.0
-1084.0	-59339.0	-96586.0	-46817.0
-2014.0	-59602.0	-113136.0	-47437.0
-4209.0	-55684.0	-85746.0	-48289.0
-5648.0	-47567.0	-117395.0	-50298.0
-3006.0	-60963.0	-107146.0	-50449.0
-5493.0	-59617.0	-121138.0	-59831.0
-5910.0	-44387.0	-96261.0	-40576.0
-3289.0	-56693.0	-91821.0	-40732.0
