-100741.0	-2848145.0	-4293414.0	-3610174.0
-101759.0	-596929.0	-1751059.0	-955202.0
-61523.0	-755470.0	-2213803.0	-1038634.0
-77435.0	-672477.0	-1825102.0	-948616.0
-52389.0	-737203.0	-1688288.0	-1084125.0
-42150.0	-666513.0	-1662279.0	-916435.0
-36199.0	-622014.0	-1980916.0	-936834.0
-64633.0	-776078.0	-1790523.0	-1085404.0
-75561.0	-677161.0	-1796848.0	-989026.0
-78815.0	-672574.0	-2569930.0	-1018731.0
-48559.0	-678792.0	-2938533.0	-1039389.0
-8116.0	-449284.0	-1584963.0	-782594.0
-53268.0	-22950.0	-1571071.0	-760153.0
-24658.0	-24071.0	-1019927.0	-256632.0
-45922.0	-57684.0	-1280530.0	-340721.0
-17471.0	-35070.0	-273988.0	-366480.0
-6437.0	-69205.0	-229393.0	-63507.0
-4703.0	-55282.0	-143336.0	-47673.0
-5348.0	-17290.0	-107365.0	-32283.0
-7685.0	-21885.0	-68063.0	-27640.0
-9378.0	-18282.0	-62736.0	-21484.0
-3493.0	-18060.0	-52957.0	-33460.0
-2759.0	-11848.0	-49659.0	-22730.0
-7770.0	-14889.0	-50607.0	-17454.0
-8574.0	-14295.0	-45047.0	-21882.0
-2410.0	-12471.0	-53923.0	-15363.0
-2937.0	-13165.0	-41772.0	-16344.0
-3155.0	-10979.0	-42757.0	-17735.0
-3094.0	-11655.0	-41541.0	-15301.0
-4356.0	-11357.0	-37343.0	-15648.0
-2765.0	-10462.0	-37018.0	-16581.0
-3678.0	-11404.0	-33101.0	-13512.0
-3669.0	-12193.0	-36736.0	-12413.0
-2916.0	-10952.0	-38034.0	-12866.0
-2908.0	-10029.0	-33624.0	-17673.0
-2470.0	-9815.0	-31837.0	-15095.0
-4206.0	-13903.0	-37640.0	-13740.0
-3100.0	-12439.0	-35164.0	-13938.0
-4103.0	-10535.0	-32593.0	-12671.0
-4821.0	-10835.0	-32043.0	-11616.0
