-200652.0	-2848145.0	-4293414.0	-3610174.0
-88214.0	-2783256.0	-4267941.0	-3409420.0
-67522.0	-609540.0	-1829039.0	-888098.0
-91000.0	-691225.0	-2251576.0	-966538.0
-144551.0	-299248.0	-1660268.0	-1128156.0
-29863.0	-424657.0	-1473540.0	-815135.0
-24080.0	-217873.0	-646378.0	-444999.0
-59630.0	-414288.0	-1133204.0	-596796.0
-49552.0	-327057.0	-817506.0	-509896.0
-40734.0	-45042.0	-804773.0	-440385.0
-83834.0	-362929.0	-874799.0	-537913.0
-29486.0	-359512.0	-1112212.0	-513326.0
-21630.0	-106544.0	-182335.0	-133721.0
-33497.0	-130026.0	-818298.0	-551285.0
-24109.0	-25847.0	-145640.0	-44858.0
-27330.0	-44640.0	-188933.0	-74015.0
-31398.0	-70482.0	-166098.0	-135028.0
-45340.0	-70161.0	-192474.0	-112478.0
-13972.0	-85733.0	-478608.0	-80540.0
-25282.0	-131144.0	-205651.0	-99410.0
-11320.0	-68170.0	-163215.0	-76638.0
-18077.0	-65226.0	-138457.0	-73714.0
-13373.0	-57457.0	-158745.0	-69536.0
-25400.0	-93110.0	-163129.0	-79969.0
-41221.0	-56883.0	-132979.0	-88083.0
-17036.0	-44415.0	-108244.0	-60428.0
-20526.0	-53100.0	-119342.0	-83043.0
-25807.0	-63791.0	-143384.0	-75036.0
-31178.0	-69379.0	-155633.0	-89163.0
-29986.0	-57106.0	-122310.0	-58824.0
-16289.0	-29167.0	-110791.0	-42647.0
-15309.0	-44178.0	-148576.0	-55236.0
-9276.0	-61121.0	-134172.0	-60179.0
-20046.0	-107817.0	-151312.0	-61927.0
-31882.0	-56983.0	-97718.0	-53089.0
-12797.0	-45331.0	-140905.0	-62913.0
-26979.0	-54022.0	-109145.0	-47145.0
-18531.0	-60484.0	-118280.0	-60375.0
-11223.0	-51249.0	-112700.0	-46847.0
-15495.0	-94020.0	-131892.0	-68800.0
