-200652.0	-2848145.0	-4293414.0	-3610174.0
-65780.0	-1225853.0	-3975419.0	-2493885.0
-102316.0	-696784.0	-2184187.0	-1001188.0
-108562.0	-778414.0	-1981522.0	-1055819.0
-53808.0	-734511.0	-1816558.0	-1077998.0
-69534.0	-642812.0	-1576051.0	-870422.0
-42177.0	-619630.0	-1584080.0	-641266.0
-122109.0	-677733.0	-1596422.0	-1036657.0
-58231.0	-408265.0	-1474224.0	-592251.0
-72911.0	-405780.0	-1374754.0	-650922.0
-47512.0	-321197.0	-844963.0	-593909.0
-16797.0	-158539.0	-923999.0	-414317.0
-20432.0	-13160.0	-756113.0	-416671.0
-15662.0	-36404.0	-581548.0	-197304.0
-20041.0	-34351.0	-509263.0	-847882.0
-112222.0	-133974.0	-111775.0	-142601.0
-11880.0	-56233.0	-161458.0	-84500.0
-7887.0	-58595.0	-226526.0	-86227.0
-20732.0	-102561.0	-200230.0	-182469.0
-77941.0	-79986.0	-136816.0	-103751.0
-15674.0	-89275.0	-149962.0	-101464.0
-9319.0	-89410.0	-127427.0	-95933.0
-17770.0	-91348.0	-136073.0	-81826.0
-6892.0	-84718.0	-134934.0	-67719.0
-9092.0	-117804.0	-164459.0	-64174.0
-7296.0	-132524.0	-160844.0	-127713.0
-5572.0	-110867.0	-155193.0	-84261.0
-4960.0	-133564.0	-161758.0	-88184.0
-85193.0	-150038.0	-190504.0	-134511.0
-7236.0	-193955.0	-197358.0	-159851.0
-7285.0	-18313.0	-180654.0	-70743.0
-5376.0	-155641.0	-208625.0	-83830.0
-17697.0	-74912.0	-199686.0	-86621.0
-18214.0	-102206.0	-142972.0	-101858.0
-86912.0	-127285.0	-149238.0	-114373.0
-3217.0	-117531.0	-157983.0	-68744.0
-5695.0	-102035.0	-153587.0	-70574.0
-4230.0	-53445.0	-128890.0	-62592.0
-9446.0	-59440.0	-139071.0	-69970.0
-4808.0	-82563.0	-152598.0	-61540.0
