Episode #,iteration,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
52,,0.0,0.0,0.0,710.0,52.0,11.0,737.0,0.0,11.0,11.0,0.0,2.5256707668304443,,,,,,,,,,,,,,,,,,,,,5.804428832844801,2.9933992150627855,10.466174574128354,1.0,0.58482456,0.045579843,0.6914674,0.52857304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,0.0,0.0,0.0,733.0,53.0,23.0,760.0,0.0,23.0,23.0,0.0,2.5755343437194824,,,,,,,,,,,,,,,,,,,,,11.164409046616935,5.919683556672354,20.638571635634438,1.0,0.57756084,0.052085515,0.6931121,0.5105663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,0.0,0.0,0.0,744.0,54.0,11.0,771.0,0.0,11.0,11.0,0.0,2.630385637283325,,,,,,,,,,,,,,,,,,,,,5.804428832844801,2.9933992150627855,10.466174574128354,1.0,0.60669065,0.050021466,0.6906092,0.50483173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,0.0,0.0,0.0,753.0,55.0,9.0,780.0,0.0,9.0,9.0,0.0,2.731116533279419,,,,,,,,,,,,,,,,,,,,,4.868972232004989,2.4684556783231795,8.648275251635908,1.0,0.6067213,0.028534248,0.6638678,0.5621023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,7.0,0.0,0.0,0.0,763.0,56.0,10.0,790.0,0.0,10.0,10.0,0.0,2.7909886837005615,,,,,,,,,,,,,,,,,,,,,5.338254258716445,2.732393946269655,9.56179249911955,1.0,0.6028074,0.036465026,0.69093084,0.5591466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,0.0,0.0,0.0,775.0,57.0,12.0,812.0,0.0,12.0,12.0,0.0,2.8618011474609375,,,,,,,,,,,,,,,,,,,,,6.267519165806655,3.251571134644539,11.36151282838707,1.0,0.56751925,0.045550104,0.65586585,0.49609092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,0.0,0.0,0.0,784.0,58.0,9.0,821.0,0.0,9.0,9.0,0.0,2.8966972827911377,,,,,,,,,,,,,,,,,,,,,4.868972232004989,2.4684556783231795,8.648275251635908,1.0,0.5934217,0.04192825,0.69257164,0.54629123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,0.0,0.0,0.0,798.0,59.0,14.0,835.0,0.0,14.0,14.0,0.0,2.934574842453003,,,,,,,,,,,,,,,,,,,,,7.184539029491803,3.759704926204486,13.125418723102166,1.0,0.5932365,0.03371185,0.67619103,0.53885585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,0.0,0.0,0.0,810.0,60.0,12.0,847.0,0.0,12.0,12.0,0.0,2.971475601196289,,,,,,,,,,,,,,,,,,,,,6.267519165806655,3.251571134644539,11.36151282838707,1.0,0.6047885,0.04821014,0.6931052,0.5339352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,0.0,0.0,0.0,822.0,61.0,12.0,859.0,0.0,12.0,12.0,0.0,3.010371685028076,,,,,,,,,,,,,,,,,,,,,6.267519165806655,3.251571134644539,11.36151282838707,1.0,0.57054824,0.045663636,0.673836,0.51827896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,0.0,0.0,0.0,831.0,62.0,9.0,868.0,0.0,9.0,9.0,0.0,3.0463080406188965,,,,,,,,,,,,,,,,,,,,,4.868972232004989,2.4684556783231795,8.648275251635908,1.0,0.6016196,0.041535873,0.69210714,0.548792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,0.0,0.0,0.0,843.0,63.0,12.0,880.0,0.0,12.0,12.0,0.0,3.092184543609619,,,,,,,,,,,,,,,,,,,,,6.267519165806655,3.251571134644539,11.36151282838707,1.0,0.59383345,0.04984061,0.69005644,0.52475595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,8.0,0.0,0.0,0.0,853.0,64.0,10.0,890.0,0.0,10.0,10.0,0.0,3.1435227394104004,,,,,,,,,,,,,,,,,,,,,5.338254258716445,2.732393946269655,9.56179249911955,1.0,0.5998656,0.034728408,0.67081666,0.54286706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,0.0,0.0,0.0,871.0,65.0,18.0,918.0,0.0,18.0,18.0,0.0,3.2423312664031982,,,,,,,,,,,,,,,,,,,,,8.982568797548188,4.744552000897199,16.548623854991234,1.0,0.5783428,0.04745149,0.6930101,0.5171869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,0.0,0.0,0.0,880.0,66.0,9.0,927.0,0.0,9.0,9.0,0.0,3.3081541061401367,,,,,,,,,,,,,,,,,,,,,4.868972232004989,2.4684556783231795,8.648275251635908,1.0,0.6018172,0.042728372,0.6893712,0.5431822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,0.0,0.0,0.0,890.0,67.0,10.0,937.0,0.0,10.0,10.0,0.0,3.344094753265381,,,,,,,,,,,,,,,,,,,,,5.338254258716445,2.732393946269655,9.56179249911955,1.0,0.603521,0.03480823,0.67619866,0.55228496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,0.0,0.0,0.0,904.0,68.0,14.0,951.0,0.0,14.0,14.0,0.0,3.3800015449523926,,,,,,,,,,,,,,,,,,,,,7.184539029491803,3.759704926204486,13.125418723102166,1.0,0.59422,0.03862563,0.6929679,0.5567373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,0.0,0.0,0.0,914.0,69.0,10.0,961.0,0.0,10.0,10.0,0.0,3.413909435272217,,,,,,,,,,,,,,,,,,,,,5.338254258716445,2.732393946269655,9.56179249911955,1.0,0.591769,0.042398386,0.6931194,0.5362041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
