-200648.0	-1507183.0	-4240184.0	-1232610.0
-31792.0	-1934919.0	-2972990.0	-2531020.0
-94701.0	-735665.0	-3749604.0	-1029306.0
-115870.0	-695438.0	-2658709.0	-986255.0
-80995.0	-859758.0	-1740233.0	-1240983.0
-51014.0	-791470.0	-1814158.0	-1038609.0
-22179.0	-832752.0	-1805810.0	-987234.0
-58676.0	-710753.0	-1884148.0	-1011953.0
-51778.0	-640674.0	-1787958.0	-898555.0
-48303.0	-610683.0	-1668417.0	-892428.0
-35582.0	-373490.0	-1674333.0	-733394.0
-47306.0	-19103.0	-1013006.0	-462033.0
-33387.0	-137648.0	-1112114.0	-403276.0
-11608.0	-18069.0	-62247.0	-26177.0
-3480.0	-11805.0	-47287.0	-19420.0
-7500.0	-12250.0	-46552.0	-16629.0
-10443.0	-11359.0	-45658.0	-30535.0
-9485.0	-11605.0	-39410.0	-19325.0
-4266.0	-10451.0	-38912.0	-14859.0
-2235.0	-10414.0	-36075.0	-11789.0
-2282.0	-9994.0	-35361.0	-11831.0
-1164.0	-9458.0	-32710.0	-11929.0
-2370.0	-8962.0	-33786.0	-15724.0
-3057.0	-9181.0	-34128.0	-11873.0
-3634.0	-9277.0	-32267.0	-21836.0
-1720.0	-9076.0	-32129.0	-11094.0
-1574.0	-9344.0	-31556.0	-11997.0
-1795.0	-8634.0	-34447.0	-11180.0
-1375.0	-9331.0	-33149.0	-12038.0
-942.0	-9685.0	-28825.0	-11334.0
-2792.0	-9681.0	-30782.0	-13184.0
-1424.0	-9170.0	-29509.0	-11090.0
-2437.0	-8799.0	-32610.0	-10238.0
-1787.0	-8976.0	-29659.0	-10441.0
-3099.0	-8554.0	-27243.0	-16118.0
-1068.0	-7866.0	-26900.0	-13489.0
-2200.0	-8676.0	-28567.0	-12141.0
-1566.0	-8517.0	-28739.0	-10176.0
-2008.0	-8610.0	-31815.0	-9957.0
-2142.0	-8884.0	-30495.0	-11485.0
