Episode #,iteration,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
10,,0.0,0.0,0.0,220.0,10.0,16.0,229.0,0.0,16.0,16.0,0.0,0.5257682800292969,,,,,,,,,,,,,,,,,,,,,8.089495864954301,4.257252898951503,14.854222890512432,1.0,0.6691197,0.024898656,0.6931342,0.60821235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0.0,0.0,0.0,260.0,11.0,40.0,269.0,0.0,40.0,40.0,0.0,0.5836310386657715,,,,,,,,,,,,,,,,,,,,,18.070510245995916,9.49224187219286,33.102824143031924,1.0,0.66800904,0.021907164,0.6931328,0.6156281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,0.0,0.0,0.0,285.0,12.0,25.0,294.0,0.0,25.0,25.0,0.0,0.6278400421142578,,,,,,,,,,,,,,,,,,,,,12.01725832206212,6.373078819321136,22.21786406008531,1.0,0.6873417,0.007067386,0.6931468,0.663519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2.0,0.0,0.0,0.0,302.0,13.0,17.0,311.0,0.0,17.0,17.0,0.0,0.6748590469360352,,,,,,,,,,,,,,,,,,,,,8.537506735345653,4.5021653169993,15.705680661607307,1.0,0.68494934,0.009750233,0.6931368,0.6579642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,0.0,0.0,0.0,321.0,14.0,19.0,332.0,0.0,19.0,19.0,0.0,0.726698637008667,,,,,,,,,,,,,,,,,,,,,9.424703998542563,4.984445784024266,17.38313761644132,1.0,0.6869669,0.007289001,0.6931467,0.661989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,0.0,0.0,0.0,369.0,15.0,48.0,380.0,0.0,48.0,48.0,0.0,0.7908387184143066,,,,,,,,,,,,,,,,,,,,,21.066091569346927,10.968799422323597,38.27098590577116,1.0,0.67559046,0.017567746,0.6931469,0.62363327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,0.0,0.0,0.0,384.0,16.0,15.0,395.0,0.0,15.0,15.0,0.0,0.8309979438781738,,,,,,,,,,,,,,,,,,,,,7.638514063250426,4.009779174449701,13.994164535871144,1.0,0.684818,0.010483032,0.693023,0.658357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,3.0,0.0,0.0,0.0,394.0,17.0,10.0,405.0,0.0,10.0,10.0,0.0,0.8758766651153564,,,,,,,,,,,,,,,,,,,,,5.338254258716445,2.732393946269655,9.56179249911955,1.0,0.682285,0.0101605775,0.6929885,0.6610843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,0.0,0.0,0.0,438.0,18.0,44.0,457.0,0.0,44.0,44.0,0.0,0.9656369686126709,,,,,,,,,,,,,,,,,,,,,19.58761046906163,10.245793823648441,35.738839791528136,1.0,0.6827852,0.0159144,0.69314504,0.60469913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4.0,0.0,0.0,0.0,483.0,19.0,45.0,502.0,0.0,45.0,45.0,0.0,1.0269827842712402,,,,,,,,,,,,,,,,,,,,,19.960806934051657,10.429362927499813,36.381451393612856,1.0,0.6843459,0.008610776,0.6931434,0.65850663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,0.0,0.0,0.0,511.0,20.0,28.0,541.0,0.0,28.0,28.0,0.0,1.0828368663787842,,,,,,,,,,,,,,,,,,,,,13.275747975570136,7.0359533381797545,24.528071279636716,1.0,0.6700546,0.025925756,0.69309896,0.59942377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,0.0,0.0,0.0,525.0,21.0,14.0,555.0,0.0,14.0,14.0,0.0,1.121170997619629,,,,,,,,,,,,,,,,,,,,,7.184539029491803,3.759704926204486,13.125418723102166,1.0,0.6732488,0.027611502,0.6931387,0.6084329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,0.0,0.0,0.0,546.0,22.0,21.0,576.0,0.0,21.0,21.0,0.0,1.1640241146087646,,,,,,,,,,,,,,,,,,,,,10.300280732879035,5.456875906406704,19.027213177874135,1.0,0.66478074,0.028663063,0.69310665,0.59722817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,5.0,0.0,0.0,0.0,559.0,23.0,13.0,589.0,0.0,13.0,13.0,0.0,1.2019548416137695,,,,,,,,,,,,,,,,,,,,,6.727548283829467,3.506985965126692,12.247897700103199,1.0,0.6889986,0.0070738667,0.69313836,0.66764104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,0.0,0.0,0.0,570.0,24.0,11.0,624.0,0.0,11.0,11.0,0.0,1.272733449935913,,,,,,,,,,,,,,,,,,,,,5.804428832844801,2.9933992150627855,10.466174574128354,1.0,0.6855556,0.008820322,0.69311786,0.6632018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,0.0,0.0,0.0,582.0,25.0,12.0,636.0,0.0,12.0,12.0,0.0,1.3066656589508057,,,,,,,,,,,,,,,,,,,,,6.267519165806655,3.251571134644539,11.36151282838707,1.0,0.68528336,0.010746532,0.6929381,0.6593877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,0.0,0.0,0.0,605.0,26.0,23.0,659.0,0.0,23.0,23.0,0.0,1.3525505065917969,,,,,,,,,,,,,,,,,,,,,11.164409046616935,5.919683556672354,20.638571635634438,1.0,0.6806721,0.013289256,0.69306386,0.6500313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,6.0,0.0,0.0,0.0,648.0,27.0,43.0,702.0,0.0,43.0,43.0,0.0,1.426353931427002,,,,,,,,,,,,,,,,,,,,,19.212000484818223,10.060315816112992,35.08973716315973,1.0,0.68705446,0.0077507626,0.69296074,0.658314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,0.0,0.0,0.0,700.0,28.0,52.0,765.0,0.0,52.0,52.0,0.0,1.5121238231658936,,,,,,,,,,,,,,,,,,,,,22.507073449516273,11.662415622999474,40.703355359850015,1.0,0.6709352,0.024348091,0.6928409,0.606648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,7.0,0.0,0.0,0.0,710.0,29.0,10.0,775.0,0.0,10.0,10.0,0.0,1.5450046062469482,,,,,,,,,,,,,,,,,,,,,5.338254258716445,2.732393946269655,9.56179249911955,1.0,0.68517464,0.0074375314,0.6930487,0.6680453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,0.0,0.0,0.0,724.0,30.0,14.0,827.0,0.0,14.0,14.0,0.0,1.6088624000549316,,,,,,,,,,,,,,,,,,,,,7.184539029491803,3.759704926204486,13.125418723102166,1.0,0.68730384,0.009306799,0.6931249,0.6623235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,0.0,0.0,0.0,741.0,31.0,17.0,844.0,0.0,17.0,17.0,0.0,1.6547167301177979,,,,,,,,,,,,,,,,,,,,,8.537506735345653,4.5021653169993,15.705680661607307,1.0,0.6866977,0.00868062,0.6930784,0.6592093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,0.0,0.0,0.0,759.0,32.0,18.0,862.0,0.0,18.0,18.0,0.0,1.7054738998413086,,,,,,,,,,,,,,,,,,,,,8.982568797548188,4.744552000897199,16.548623854991234,1.0,0.68388724,0.010103822,0.69314384,0.6596278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,0.0,0.0,0.0,775.0,33.0,16.0,878.0,0.0,16.0,16.0,0.0,1.7441833019256592,,,,,,,,,,,,,,,,,,,,,8.089495864954301,4.257252898951503,14.854222890512432,1.0,0.6745277,0.025353549,0.69312215,0.6154276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,0.0,0.0,0.0,787.0,34.0,12.0,890.0,0.0,12.0,12.0,0.0,1.7790791988372803,,,,,,,,,,,,,,,,,,,,,6.267519165806655,3.251571134644539,11.36151282838707,1.0,0.6866248,0.009457919,0.69310546,0.6614845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,0.0,0.0,0.0,799.0,35.0,12.0,902.0,0.0,12.0,12.0,0.0,1.8229787349700928,,,,,,,,,,,,,,,,,,,,,6.267519165806655,3.251571134644539,11.36151282838707,1.0,0.68230486,0.010458778,0.6930148,0.6579838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,8.0,0.0,0.0,0.0,809.0,36.0,10.0,912.0,0.0,10.0,10.0,0.0,1.8688461780548096,,,,,,,,,,,,,,,,,,,,,5.338254258716445,2.732393946269655,9.56179249911955,1.0,0.6831706,0.009847446,0.6931448,0.6622219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,0.0,0.0,0.0,842.0,37.0,33.0,946.0,0.0,33.0,33.0,0.0,1.9616029262542725,,,,,,,,,,,,,,,,,,,,,15.319159779482527,8.096362438133497,28.226946740172473,1.0,0.6795104,0.014472315,0.6931454,0.6415566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,0.0,0.0,0.0,864.0,38.0,22.0,968.0,0.0,22.0,22.0,0.0,2.0254297256469727,,,,,,,,,,,,,,,,,,,,,10.733765292570688,5.689469070729128,19.836941046095394,1.0,0.6885334,0.0074440865,0.69314694,0.6627289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,9.0,0.0,0.0,0.0,888.0,39.0,24.0,992.0,0.0,24.0,24.0,0.0,2.0823545455932617,,,,,,,,,,,,,,,,,,,,,11.592233082977819,6.147545135447674,21.432185919278094,1.0,0.68276805,0.010985449,0.69314134,0.65504944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,0.0,0.0,0.0,934.0,40.0,46.0,1059.0,0.0,46.0,46.0,0.0,2.2020187377929688,,,,,,,,,,,,,,,,,,,,,20.331607585043507,10.611041483176763,37.01763687967673,1.0,0.67128503,0.021608204,0.69314206,0.6066845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
