-229645.0	-2892839.0	-4282741.0	-3664397.0
-19691.0	-1033279.0	-2551733.0	-1705384.0
-39261.0	-528445.0	-2230520.0	-890664.0
-64340.0	-431097.0	-1500025.0	-601091.0
-27447.0	-388055.0	-1870949.0	-534496.0
-9864.0	-155765.0	-1285388.0	-441427.0
-2870.0	-386965.0	-896957.0	-471498.0
-4790.0	-298252.0	-1067826.0	-480192.0
-45355.0	-349519.0	-922443.0	-520866.0
-57242.0	-561229.0	-1469572.0	-998116.0
-96760.0	-247642.0	-511104.0	-383674.0
-61630.0	-654809.0	-1002183.0	-800378.0
-81949.0	-355672.0	-903311.0	-536895.0
-51481.0	-232038.0	-737411.0	-421584.0
-77454.0	-64287.0	-74633.0	-72056.0
-9115.0	-78206.0	-148481.0	-76539.0
-13552.0	-41601.0	-185998.0	-228710.0
-23467.0	-38838.0	-68899.0	-31010.0
-29031.0	-41625.0	-93651.0	-92024.0
-90580.0	-72755.0	-72451.0	-77401.0
-12080.0	-63506.0	-88350.0	-50573.0
-12480.0	-49057.0	-88442.0	-49306.0
-4969.0	-88754.0	-115936.0	-57714.0
-4307.0	-93460.0	-102589.0	-60861.0
-19080.0	-162831.0	-236214.0	-88907.0
-7447.0	-86328.0	-345811.0	-241784.0
-5529.0	-326619.0	-357388.0	-165075.0
-4996.0	-51160.0	-348069.0	-126024.0
-6949.0	-111415.0	-207948.0	-89804.0
-3575.0	-50508.0	-235316.0	-94691.0
-6711.0	-40394.0	-236227.0	-64415.0
-6631.0	-56708.0	-230595.0	-75972.0
-10547.0	-50498.0	-277557.0	-88991.0
-29865.0	-77166.0	-243637.0	-120118.0
-6883.0	-75832.0	-250217.0	-94481.0
-7647.0	-81982.0	-269522.0	-90842.0
-5481.0	-63090.0	-260270.0	-98690.0
-5544.0	-51152.0	-256339.0	-89444.0
-17377.0	-51112.0	-262869.0	-84506.0
-9244.0	-166931.0	-299023.0	-122979.0
