Episode #,iteration,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
39,,0.0,0.0,0.0,604.0,39.0,16.0,640.0,0.0,16.0,16.0,0.0,1.6842632293701172,,,,,,,,,,,,,,,,,,,,,8.089495864954301,4.257252898951503,14.854222890512432,1.0,0.675412,0.008573375,0.69297624,0.661592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,0.0,0.0,0.0,621.0,40.0,17.0,657.0,0.0,17.0,17.0,0.0,1.7361335754394531,,,,,,,,,,,,,,,,,,,,,8.537506735345653,4.5021653169993,15.705680661607307,1.0,0.6692009,0.013932963,0.69302946,0.6383102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,0.0,0.0,0.0,629.0,41.0,8.0,665.0,0.0,8.0,8.0,0.0,1.7788803577423096,,,,,,,,,,,,,,,,,,,,,4.3965593545511235,2.2014466321645245,7.725530557207989,1.0,0.6722163,0.008325255,0.6909635,0.6622296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,0.0,0.0,0.0,649.0,42.0,20.0,685.0,0.0,20.0,20.0,0.0,1.8207998275756836,,,,,,,,,,,,,,,,,,,,,9.86393411062928,5.221877394299287,18.209306240276906,1.0,0.6745126,0.011043561,0.69313395,0.64982677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,6.0,0.0,0.0,0.0,661.0,43.0,12.0,697.0,0.0,12.0,12.0,0.0,1.8547163009643555,,,,,,,,,,,,,,,,,,,,,6.267519165806655,3.251571134644539,11.36151282838707,1.0,0.6752799,0.008982578,0.6922954,0.65649104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,0.0,0.0,0.0,671.0,44.0,10.0,714.0,0.0,10.0,10.0,0.0,1.8956115245819092,,,,,,,,,,,,,,,,,,,,,5.338254258716445,2.732393946269655,9.56179249911955,1.0,0.67102635,0.009516707,0.692603,0.6578172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,0.0,0.0,0.0,681.0,45.0,10.0,724.0,0.0,10.0,10.0,0.0,1.930027723312378,,,,,,,,,,,,,,,,,,,,,5.338254258716445,2.732393946269655,9.56179249911955,1.0,0.67422885,0.008724751,0.69314694,0.65848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,0.0,0.0,0.0,694.0,46.0,13.0,737.0,0.0,13.0,13.0,0.0,1.9838917255401611,,,,,,,,,,,,,,,,,,,,,6.727548283829467,3.506985965126692,12.247897700103199,1.0,0.6753438,0.008676175,0.69262314,0.6641686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,0.0,0.0,0.0,706.0,47.0,12.0,749.0,0.0,12.0,12.0,0.0,2.019280195236206,,,,,,,,,,,,,,,,,,,,,6.267519165806655,3.251571134644539,11.36151282838707,1.0,0.6742671,0.008131257,0.6931467,0.6610242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,0.0,0.0,0.0,720.0,48.0,14.0,763.0,0.0,14.0,14.0,0.0,2.0561845302581787,,,,,,,,,,,,,,,,,,,,,7.184539029491803,3.759704926204486,13.125418723102166,1.0,0.6757622,0.009099778,0.6929368,0.6590678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,0.0,0.0,0.0,729.0,49.0,9.0,772.0,0.0,9.0,9.0,0.0,2.090125799179077,,,,,,,,,,,,,,,,,,,,,4.868972232004989,2.4684556783231795,8.648275251635908,1.0,0.6715731,0.00819714,0.69025266,0.6594496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,0.0,0.0,0.0,739.0,50.0,10.0,782.0,0.0,10.0,10.0,0.0,2.1285014152526855,,,,,,,,,,,,,,,,,,,,,5.338254258716445,2.732393946269655,9.56179249911955,1.0,0.6724462,0.009411823,0.69310355,0.65851104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,0.0,0.0,0.0,749.0,51.0,10.0,792.0,0.0,10.0,10.0,0.0,2.171901226043701,,,,,,,,,,,,,,,,,,,,,5.338254258716445,2.732393946269655,9.56179249911955,1.0,0.6726178,0.010475741,0.6899613,0.65572166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,7.0,0.0,0.0,0.0,758.0,52.0,9.0,801.0,0.0,9.0,9.0,0.0,2.204472541809082,,,,,,,,,,,,,,,,,,,,,4.868972232004989,2.4684556783231795,8.648275251635908,1.0,0.67265916,0.008637389,0.6923822,0.6607304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,0.0,0.0,0.0,770.0,53.0,12.0,816.0,0.0,12.0,12.0,0.0,2.24222993850708,,,,,,,,,,,,,,,,,,,,,6.267519165806655,3.251571134644539,11.36151282838707,1.0,0.67501235,0.009389508,0.6929391,0.6618549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,0.0,0.0,0.0,782.0,54.0,12.0,828.0,0.0,12.0,12.0,0.0,2.2774646282196045,,,,,,,,,,,,,,,,,,,,,6.267519165806655,3.251571134644539,11.36151282838707,1.0,0.67226726,0.010587427,0.6912716,0.650972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,0.0,0.0,0.0,796.0,55.0,14.0,842.0,0.0,14.0,14.0,0.0,2.3144407272338867,,,,,,,,,,,,,,,,,,,,,7.184539029491803,3.759704926204486,13.125418723102166,1.0,0.6709661,0.013356783,0.69128156,0.65165335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,0.0,0.0,0.0,811.0,56.0,15.0,857.0,0.0,15.0,15.0,0.0,2.3533411026000977,,,,,,,,,,,,,,,,,,,,,7.638514063250426,4.009779174449701,13.994164535871144,1.0,0.6770771,0.0096867485,0.6917375,0.656971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,0.0,0.0,0.0,830.0,57.0,19.0,876.0,0.0,19.0,19.0,0.0,2.4141905307769775,,,,,,,,,,,,,,,,,,,,,9.424703998542563,4.984445784024266,17.38313761644132,1.0,0.6727759,0.009835941,0.6931431,0.65672636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,0.0,0.0,0.0,840.0,58.0,10.0,886.0,0.0,10.0,10.0,0.0,2.461049795150757,,,,,,,,,,,,,,,,,,,,,5.338254258716445,2.732393946269655,9.56179249911955,1.0,0.67338353,0.009902142,0.6929227,0.65561056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,8.0,0.0,0.0,0.0,854.0,59.0,14.0,900.0,0.0,14.0,14.0,0.0,2.4989516735076904,,,,,,,,,,,,,,,,,,,,,7.184539029491803,3.759704926204486,13.125418723102166,1.0,0.66911757,0.011765954,0.69312567,0.651859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,0.0,0.0,0.0,871.0,60.0,17.0,921.0,0.0,17.0,17.0,0.0,2.5408411026000977,,,,,,,,,,,,,,,,,,,,,8.537506735345653,4.5021653169993,15.705680661607307,1.0,0.67711675,0.008775562,0.69314647,0.66331303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,0.0,0.0,0.0,890.0,61.0,19.0,940.0,0.0,19.0,19.0,0.0,2.5886785984039307,,,,,,,,,,,,,,,,,,,,,9.424703998542563,4.984445784024266,17.38313761644132,1.0,0.6691515,0.012537622,0.69313985,0.6392125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,0.0,0.0,0.0,903.0,62.0,13.0,953.0,0.0,13.0,13.0,0.0,2.624612331390381,,,,,,,,,,,,,,,,,,,,,6.727548283829467,3.506985965126692,12.247897700103199,1.0,0.6649029,0.017300595,0.68976605,0.6294327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,0.0,0.0,0.0,920.0,63.0,17.0,970.0,0.0,17.0,17.0,0.0,2.6625120639801025,,,,,,,,,,,,,,,,,,,,,8.537506735345653,4.5021653169993,15.705680661607307,1.0,0.672899,0.0125808725,0.69235504,0.6461979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,9.0,0.0,0.0,0.0,942.0,64.0,22.0,992.0,0.0,22.0,22.0,0.0,2.7053909301757812,,,,,,,,,,,,,,,,,,,,,10.733765292570688,5.689469070729128,19.836941046095394,1.0,0.6570788,0.026221432,0.6927216,0.6084422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,0.0,0.0,0.0,957.0,65.0,15.0,1019.0,0.0,15.0,15.0,0.0,2.752265214920044,,,,,,,,,,,,,,,,,,,,,7.638514063250426,4.009779174449701,13.994164535871144,1.0,0.6756037,0.010524013,0.6931453,0.66045654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
